time_ms,roll_raw,roll_filt,roll_cmd_dps,roll_err,pitch_raw,pitch_filt,pitch_cmd_dps,pitch_err,roll_mot_angle,roll_mot_speed,pitch_mot_angle,pitch_mot_speed
791.0,0.138,0.138,0.0,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
833.0,0.138,0.138,0.0,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
873.0,0.139,0.138,-0.0,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
913.0,0.139,0.138,-0.001,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
952.0,0.139,0.138,-0.001,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
993.0,0.139,0.138,-0.001,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
1033.0,0.139,0.138,-0.001,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
1074.0,0.139,0.138,-0.001,-0.138,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
1112.0,0.144,0.139,-0.011,-0.139,-4.712,-4.712,0.0,0.0,0.0,0.0,0.0,0.0
1152.0,0.139,0.139,-0.009,-0.139,-4.716,-4.716,0.0,0.0,0.0,0.0,0.0,0.0
1192.0,0.14,0.139,-0.01,-0.139,-4.706,-4.706,0.0,0.0,0.0,0.0,0.0,0.0
1233.0,0.141,0.139,-0.011,-0.139,-4.706,-4.706,0.0,0.0,0.0,0.0,0.0,0.0
1273.0,0.137,0.139,-0.007,-0.139,-4.7,-4.7,0.0,0.0,0.0,0.0,0.0,0.0
1314.0,0.142,0.139,-0.011,-0.139,-4.696,-4.696,0.0,0.0,0.0,0.0,0.0,0.0
1353.0,0.133,0.139,0.001,-0.139,-4.694,-4.694,0.0,0.0,0.0,0.0,0.0,0.0
1393.0,0.135,0.138,0.006,-0.138,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
1432.0,0.135,0.138,0.011,-0.138,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
1473.0,0.135,0.138,0.015,-0.138,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
1512.0,0.135,0.137,0.018,-0.137,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
1552.0,0.131,0.137,0.026,-0.137,-4.679,-4.679,0.0,0.0,0.0,0.0,0.0,0.0
1593.0,0.137,0.137,0.023,-0.137,-4.675,-4.675,0.0,0.0,0.0,0.0,0.0,0.0
1634.0,0.133,0.136,0.026,-0.136,-4.669,-4.669,0.0,0.0,0.0,0.0,0.0,0.0
1673.0,0.137,0.136,0.023,-0.136,-4.675,-4.675,0.0,0.0,0.0,0.0,0.0,0.0
1713.0,0.137,0.136,0.02,-0.136,-4.675,-4.675,0.0,0.0,0.0,0.0,0.0,0.0
1752.0,0.133,0.136,0.023,-0.136,-4.669,-4.669,0.0,0.0,0.0,0.0,0.0,0.0
1793.0,0.133,0.136,0.025,-0.136,-4.669,-4.669,0.0,0.0,0.0,0.0,0.0,0.0
1832.0,0.133,0.135,0.027,-0.135,-4.669,-4.669,0.0,0.0,0.0,0.0,0.0,0.0
1872.0,0.127,0.135,0.037,-0.135,-4.673,-4.673,0.0,0.0,0.0,0.0,0.0,0.0
1913.0,0.127,0.134,0.044,-0.134,-4.673,-4.673,0.0,0.0,0.0,0.0,0.0,0.0
1953.0,0.127,0.133,0.05,-0.133,-4.673,-4.673,0.0,0.0,0.0,0.0,0.0,0.0
1993.0,0.127,0.133,0.054,-0.133,-4.673,-4.673,0.0,0.0,0.0,0.0,0.0,0.0
2038.0,0.133,0.133,0.048,-0.133,-4.669,-4.669,0.0,0.0,0.0,0.0,0.0,0.0
2074.0,0.133,0.133,0.043,-0.133,-4.669,-4.669,0.0,0.0,0.0,0.0,0.0,0.0
2111.0,0.127,0.132,0.048,-0.132,-4.673,-4.673,0.0,0.0,0.0,0.0,0.0,0.0
2152.0,0.131,0.132,0.045,-0.132,-4.679,-4.679,0.0,0.0,0.0,0.0,0.0,0.0
2192.0,0.131,0.132,0.042,-0.132,-4.679,-4.679,0.0,0.0,0.0,0.0,0.0,0.0
2233.0,0.14,0.133,0.025,-0.133,-4.681,-4.681,0.0,0.0,0.0,0.0,0.0,0.0
2272.0,0.141,0.133,0.011,-0.133,-4.681,-4.681,0.0,0.0,0.0,0.0,0.0,0.0
2313.0,0.146,0.135,-0.009,-0.135,-4.677,-4.677,0.0,0.0,0.0,0.0,0.0,0.0
2352.0,0.14,0.135,-0.017,-0.135,-4.681,-4.681,0.0,0.0,0.0,0.0,0.0,0.0
2392.0,0.146,0.136,-0.031,-0.136,-4.677,-4.677,0.0,0.0,0.0,0.0,0.0,0.0
2432.0,0.146,0.137,-0.043,-0.137,-4.677,-4.677,0.0,0.0,0.0,0.0,0.0,0.0
2472.0,0.142,0.138,-0.046,-0.138,-4.671,-4.671,0.0,0.0,0.0,0.0,0.0,0.0
2512.0,0.142,0.138,-0.048,-0.138,-4.671,-4.671,0.0,0.0,0.0,0.0,0.0,0.0
2552.0,0.142,0.139,-0.049,-0.139,-4.671,-4.671,0.0,0.0,0.0,0.0,0.0,0.0
2592.0,0.14,0.139,-0.046,-0.139,-4.681,-4.681,0.0,0.0,0.0,0.0,0.0,0.0
2632.0,0.144,0.139,-0.049,-0.139,-4.687,-4.687,0.0,0.0,0.0,0.0,0.0,0.0
2672.0,0.138,0.139,-0.043,-0.139,-4.69,-4.69,0.0,0.0,0.0,0.0,0.0,0.0
2712.0,0.148,0.14,-0.051,-0.14,-4.692,-4.692,0.0,0.0,0.0,0.0,0.0,0.0
2752.0,0.148,0.141,-0.058,-0.141,-4.692,-4.692,0.0,0.0,0.0,0.0,0.0,0.0
2792.0,0.148,0.142,-0.063,-0.142,-4.692,-4.692,0.0,0.0,0.0,0.0,0.0,0.0
2832.0,0.142,0.142,-0.058,-0.142,-4.696,-4.696,0.0,0.0,0.0,0.0,0.0,0.0
2872.0,0.146,0.142,-0.058,-0.142,-4.702,-4.702,0.0,0.0,0.0,0.0,0.0,0.0
2912.0,0.142,0.142,-0.053,-0.142,-4.696,-4.696,0.0,0.0,0.0,0.0,0.0,0.0
2952.0,0.148,0.143,-0.057,-0.143,-4.693,-4.693,0.0,0.0,0.0,0.0,0.0,0.0
2992.0,0.148,0.143,-0.059,-0.143,-4.692,-4.692,0.0,0.0,0.0,0.0,0.0,0.0
3032.0,0.148,0.144,-0.06,-0.144,-4.693,-4.693,0.0,0.0,0.0,0.0,0.0,0.0
3072.0,0.148,0.144,-0.061,-0.144,-4.693,-4.693,0.0,0.0,0.0,0.0,0.0,0.0
3112.0,0.148,0.145,-0.061,-0.145,-4.693,-4.693,0.0,0.0,0.0,0.0,0.0,0.0
3152.0,0.144,0.145,-0.054,-0.145,-4.687,-4.687,0.0,0.0,0.0,0.0,0.0,0.0
3192.0,0.141,0.144,-0.043,-0.144,-4.681,-4.681,0.0,0.0,0.0,0.0,0.0,0.0
3232.0,0.141,0.144,-0.033,-0.144,-4.681,-4.681,0.0,0.0,0.0,0.0,0.0,0.0
3272.0,0.141,0.143,-0.025,-0.143,-4.681,-4.681,0.0,0.0,0.0,0.0,0.0,0.0
3312.0,0.135,0.143,-0.009,-0.143,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3352.0,0.135,0.142,0.003,-0.142,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3392.0,0.135,0.141,0.014,-0.141,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3432.0,0.135,0.14,0.022,-0.14,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3472.0,0.135,0.14,0.028,-0.14,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3512.0,0.135,0.139,0.033,-0.139,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3552.0,0.135,0.139,0.037,-0.139,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3592.0,0.138,0.139,0.034,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3632.0,0.138,0.139,0.031,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3672.0,0.138,0.139,0.029,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3712.0,0.138,0.139,0.026,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3752.0,0.138,0.139,0.024,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3792.0,0.138,0.139,0.022,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3832.0,0.138,0.139,0.02,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3872.0,0.138,0.139,0.018,-0.139,-4.691,-4.691,0.0,0.0,0.0,0.0,0.0,0.0
3912.0,0.135,0.138,0.022,-0.138,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3952.0,0.135,0.138,0.026,-0.138,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
3992.0,0.135,0.138,0.028,-0.138,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4032.0,0.135,0.137,0.029,-0.137,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4079.0,0.135,0.137,0.03,-0.137,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4114.0,0.135,0.137,0.031,-0.137,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4151.0,0.135,0.137,0.031,-0.137,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4192.0,0.135,0.136,0.031,-0.136,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4232.0,0.135,0.136,0.03,-0.136,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4272.0,0.135,0.136,0.03,-0.136,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
4312.0,0.135,0.136,0.029,-0.136,-4.685,-4.685,0.0,0.0,0.0,0.0,0.0,0.0
