time_ms,roll_approx_deg,roll_err_deg,roll_cmd_dps,pitch_approx_deg,pitch_err_deg,pitch_cmd_dps,roll_mot_speed,roll_mot_angle,pitch_mot_speed,pitch_mot_angle
6973.0,1.581,2.361,-63.154,-1.783,-2.664,-4.628,0.0,-79.0,0.0,-459.0
6994.0,1.581,2.36,-39.57,-1.797,-2.684,-3.445,0.0,-79.0,5.0,-459.0
7014.0,1.581,2.36,-29.017,-1.79,-2.673,-2.743,0.0,-79.0,0.0,-459.0
7035.0,1.588,2.37,-24.57,-1.783,-2.663,-2.395,0.0,-79.0,0.0,-459.0
7055.0,1.581,2.359,-21.053,-1.783,-2.662,-2.263,0.0,-79.0,0.0,-459.0
7075.0,1.574,2.349,-19.375,-1.783,-2.662,-2.194,0.0,-79.0,0.0,-459.0
7095.0,1.567,2.338,-18.527,-1.742,-2.599,-1.944,0.0,-79.0,0.0,-459.0
7115.0,1.567,2.338,-18.636,-1.602,-2.39,-1.313,0.0,-79.0,0.0,-459.0
7134.0,1.553,2.317,-17.406,-1.427,-2.129,-0.71,0.0,-79.0,0.0,-459.0
7155.0,1.539,2.296,-16.827,-1.252,-1.868,-0.381,-10.0,-80.0,0.0,-459.0
7174.0,1.539,2.296,-17.633,-1.098,-1.638,-0.15,-16.0,-80.0,0.0,-459.0
7194.0,1.525,2.275,-16.805,-0.958,-1.43,-0.043,-16.0,-80.0,0.0,-459.0
7215.0,1.504,2.244,-15.885,-0.79,-1.179,0.211,-5.0,-80.0,0.0,-459.0
7235.0,1.483,2.212,-15.172,-0.574,-0.856,0.702,-21.0,-80.0,0.0,-459.0
7255.0,1.455,2.171,-14.067,-0.308,-0.459,1.319,-16.0,-80.0,0.0,-459.0
7274.0,1.413,2.108,-11.969,0.014,0.021,2.051,-16.0,-81.0,0.0,-459.0
7295.0,1.378,2.056,-11.643,0.357,0.532,2.706,-10.0,-81.0,0.0,-459.0
7314.0,1.35,2.015,-11.583,0.608,0.908,2.839,-5.0,-81.0,0.0,-459.0
7334.0,1.336,1.994,-12.708,0.762,1.138,2.512,-5.0,-82.0,0.0,-459.0
7355.0,1.322,1.973,-13.211,0.846,1.263,2.091,-10.0,-82.0,0.0,-459.0
7374.0,1.308,1.952,-13.284,0.916,1.367,1.901,0.0,-82.0,0.0,-459.0
7395.0,1.308,1.952,-14.518,1.028,1.534,2.026,0.0,-82.0,0.0,-459.0
7415.0,1.294,1.931,-13.908,1.175,1.753,2.355,-5.0,-82.0,0.0,-459.0
7435.0,1.266,1.889,-12.303,1.392,2.077,2.953,-10.0,-82.0,0.0,-459.0
7454.0,1.231,1.837,-10.537,1.707,2.547,3.941,-21.0,-83.0,0.0,-459.0
7475.0,1.182,1.764,-8.553,2.147,3.205,5.094,-27.0,-83.0,0.0,-459.0
7494.0,1.112,1.66,-5.064,2.637,3.936,6.353,-16.0,-83.0,0.0,-459.0
7514.0,1.042,1.556,-3.171,3.056,4.563,6.782,-5.0,-84.0,0.0,-459.0
7534.0,0.979,1.462,-2.437,3.294,4.918,6.34,0.0,-84.0,10.0,-459.0
7555.0,0.923,1.378,-2.519,3.35,5.001,5.361,0.0,-84.0,10.0,-459.0
7575.0,0.86,1.284,-1.369,3.315,4.948,4.49,0.0,-84.0,5.0,-459.0
7595.0,0.811,1.211,-1.73,3.308,4.937,4.184,0.0,-84.0,0.0,-459.0
7615.0,0.804,1.2,-5.285,3.315,4.948,4.101,0.0,-84.0,0.0,-459.0
7634.0,0.804,1.2,-7.556,3.322,4.958,4.06,0.0,-84.0,10.0,-459.0
7655.0,0.797,1.19,-8.146,3.329,4.968,4.048,0.0,-84.0,0.0,-459.0
7675.0,0.783,1.169,-7.681,3.343,4.989,4.079,0.0,-84.0,0.0,-459.0
7694.0,0.755,1.127,-5.905,3.378,5.041,4.218,0.0,-84.0,0.0,-459.0
7715.0,0.734,1.096,-5.663,3.434,5.124,4.405,0.0,-84.0,0.0,-459.0
7735.0,0.706,1.054,-4.874,3.518,5.249,4.67,0.0,-84.0,0.0,-459.0
7755.0,0.678,1.012,-4.301,3.623,5.405,4.958,0.0,-85.0,5.0,-459.0
7774.0,0.629,0.939,-1.767,3.763,5.614,5.365,0.0,-85.0,0.0,-459.0
7795.0,0.608,0.908,-3.104,3.931,5.864,5.734,-10.0,-85.0,0.0,-458.0
7814.0,0.567,0.845,-1.326,4.141,6.177,6.295,-5.0,-85.0,0.0,-458.0
7834.0,0.497,0.741,1.973,4.35,6.491,6.655,-5.0,-85.0,10.0,-458.0
7855.0,0.399,0.595,6.203,4.546,6.783,6.849,-10.0,-85.0,10.0,-458.0
7874.0,0.287,0.428,10.771,4.658,6.95,6.688,0.0,-86.0,0.0,-458.0
7895.0,0.154,0.23,14.674,4.651,6.939,6.067,0.0,-86.0,0.0,-458.0
7915.0,0.014,0.021,19.789,4.581,6.834,5.453,5.0,-86.0,5.0,-458.0
7935.0,-0.154,-0.229,23.311,4.525,6.749,5.184,0.0,-86.0,5.0,-458.0
7954.0,-0.336,-0.501,29.049,4.483,6.686,5.074,5.0,-85.0,5.0,-457.0
7975.0,-0.539,-0.803,33.279,4.406,6.571,4.834,16.0,-85.0,10.0,-457.0
7994.0,-0.727,-1.085,36.808,4.259,6.351,4.282,10.0,-85.0,5.0,-457.0
8014.0,-0.86,-1.283,33.786,4.008,5.975,3.402,10.0,-85.0,0.0,-457.0
8035.0,-0.895,-1.334,24.333,3.609,5.379,2.161,21.0,-85.0,0.0,-457.0
8055.0,-0.853,-1.272,13.447,3.007,4.482,0.248,27.0,-84.0,0.0,-457.0
8075.0,-0.762,-1.136,3.702,2.308,3.439,-1.532,32.0,-83.0,0.0,-457.0
8095.0,-0.692,-1.031,0.256,1.714,2.552,-2.289,27.0,-83.0,-10.0,-457.0
8115.0,-0.643,-0.958,0.021,1.364,2.031,-1.804,16.0,-82.0,0.0,-457.0
8134.0,-0.622,-0.927,2.0,1.231,1.833,-0.724,0.0,-82.0,0.0,-457.0
8154.0,-0.629,-0.937,5.401,1.224,1.823,0.372,0.0,-82.0,0.0,-457.0
8175.0,-0.636,-0.948,7.111,1.252,1.864,1.05,0.0,-82.0,0.0,-457.0
8194.0,-0.643,-0.958,7.99,1.245,1.854,1.229,0.0,-82.0,0.0,-457.0
8215.0,-0.636,-0.948,7.105,1.196,1.781,1.121,10.0,-82.0,0.0,-457.0
8235.0,-0.629,-0.937,6.627,1.119,1.666,0.892,5.0,-82.0,0.0,-457.0
8255.0,-0.622,-0.927,6.433,0.986,1.468,0.451,5.0,-82.0,0.0,-457.0
8274.0,-0.608,-0.906,5.588,0.79,1.177,-0.205,10.0,-82.0,0.0,-457.0
8295.0,-0.594,-0.885,5.064,0.546,0.812,-0.795,16.0,-82.0,0.0,-457.0
8314.0,-0.567,-0.843,3.331,0.301,0.448,-1.325,10.0,-81.0,0.0,-457.0
8334.0,-0.525,-0.781,1.321,0.126,0.187,-1.325,5.0,-81.0,0.0,-457.0
8355.0,-0.511,-0.76,2.807,0.049,0.073,-0.928,0.0,-81.0,0.0,-457.0
8375.0,-0.511,-0.76,4.416,0.056,0.083,-0.384,0.0,-81.0,0.0,-457.0
8395.0,-0.525,-0.781,6.423,0.07,0.104,-0.089,0.0,-81.0,0.0,-457.0
8415.0,-0.518,-0.77,5.62,0.042,0.062,-0.144,0.0,-81.0,0.0,-457.0
8435.0,-0.518,-0.77,5.837,0.007,0.01,-0.241,0.0,-81.0,0.0,-457.0
8454.0,-0.518,-0.77,5.942,-0.035,-0.052,-0.316,0.0,-81.0,0.0,-457.0
8475.0,-0.518,-0.77,5.994,-0.091,-0.135,-0.443,0.0,-81.0,0.0,-457.0
8495.0,-0.504,-0.749,4.789,-0.147,-0.219,-0.552,0.0,-81.0,0.0,-457.0
8514.0,-0.483,-0.718,3.361,-0.217,-0.323,-0.72,5.0,-81.0,0.0,-457.0
8534.0,-0.476,-0.707,3.744,-0.287,-0.427,-0.841,0.0,-81.0,0.0,-457.0
8555.0,-0.476,-0.707,4.667,-0.35,-0.52,-0.884,0.0,-81.0,0.0,-457.0
8575.0,-0.476,-0.707,5.119,-0.406,-0.603,-0.924,0.0,-81.0,0.0,-457.0
8595.0,-0.462,-0.687,4.122,-0.455,-0.676,-0.943,0.0,-81.0,0.0,-457.0
8615.0,-0.441,-0.655,2.979,-0.518,-0.77,-1.052,10.0,-80.0,0.0,-457.0
8634.0,-0.427,-0.635,2.804,-0.601,-0.895,-1.262,16.0,-80.0,0.0,-457.0
8654.0,-0.427,-0.634,3.91,-0.706,-1.051,-1.501,16.0,-80.0,0.0,-457.0
8675.0,-0.42,-0.624,3.746,-0.832,-1.238,-1.773,5.0,-80.0,0.0,-457.0
8694.0,-0.392,-0.582,1.777,-0.972,-1.445,-2.101,5.0,-80.0,0.0,-457.0
8715.0,-0.364,-0.541,0.853,-1.126,-1.674,-2.354,0.0,-80.0,0.0,-457.0
8735.0,-0.336,-0.499,0.135,-1.273,-1.892,-2.565,10.0,-80.0,0.0,-457.0
8755.0,-0.322,-0.478,0.833,-1.378,-2.048,-2.545,0.0,-80.0,0.0,-457.0
8774.0,-0.308,-0.457,1.034,-1.406,-2.089,-2.219,0.0,-80.0,0.0,-457.0
8795.0,-0.301,-0.447,1.675,-1.378,-2.047,-1.799,0.0,-80.0,0.0,-457.0
8814.0,-0.294,-0.436,2.029,-1.378,-2.047,-1.724,0.0,-80.0,0.0,-457.0
8834.0,-0.294,-0.436,2.726,-1.392,-2.068,-1.749,0.0,-80.0,0.0,-457.0
8855.0,-0.287,-0.426,2.363,-1.385,-2.057,-1.661,0.0,-80.0,0.0,-457.0
8875.0,-0.28,-0.416,2.199,-1.378,-2.047,-1.616,0.0,-80.0,0.0,-457.0
8895.0,-0.273,-0.405,2.158,-1.385,-2.057,-1.659,0.0,-80.0,0.0,-457.0
8914.0,-0.266,-0.395,2.1,-1.399,-2.078,-1.724,10.0,-80.0,0.0,-457.0
8935.0,-0.266,-0.395,2.595,-1.413,-2.098,-1.766,0.0,-80.0,0.0,-457.0
8955.0,-0.266,-0.395,2.837,-1.42,-2.109,-1.773,0.0,-79.0,0.0,-457.0
8974.0,-0.259,-0.384,2.389,-1.434,-2.129,-1.801,0.0,-79.0,0.0,-457.0
8995.0,-0.252,-0.374,2.216,-1.462,-2.171,-1.886,0.0,-79.0,0.0,-457.0
9014.0,-0.252,-0.374,2.567,-1.476,-2.191,-1.881,0.0,-79.0,0.0,-457.0
9035.0,-0.238,-0.353,1.571,-1.49,-2.212,-1.882,0.0,-79.0,0.0,-457.0
9055.0,-0.231,-0.343,1.518,-1.504,-2.232,-1.893,10.0,-79.0,0.0,-457.0
9075.0,-0.231,-0.343,2.099,-1.518,-2.253,-1.907,0.0,-79.0,0.0,-457.0
9095.0,-0.224,-0.332,1.735,-1.532,-2.274,-1.922,0.0,-79.0,0.0,-457.0
9115.0,-0.217,-0.322,1.515,-1.539,-2.284,-1.901,0.0,-79.0,0.0,-457.0
9134.0,-0.217,-0.322,2.014,-1.56,-2.315,-1.967,0.0,-79.0,0.0,-457.0
9154.0,-0.21,-0.311,1.554,-1.567,-2.325,-1.948,0.0,-79.0,0.0,-457.0
9175.0,-0.21,-0.311,1.992,-1.574,-2.335,-1.942,0.0,-79.0,0.0,-457.0
9195.0,-0.21,-0.311,2.206,-1.581,-2.345,-1.94,0.0,-79.0,0.0,-457.0
9215.0,-0.203,-0.301,1.744,-1.588,-2.356,-1.944,0.0,-79.0,-5.0,-457.0
9234.0,-0.196,-0.291,1.337,-1.609,-2.387,-2.024,0.0,-79.0,-5.0,-457.0
9255.0,-0.196,-0.291,1.801,-1.623,-2.407,-2.031,0.0,-79.0,0.0,-457.0
9274.0,-0.196,-0.29,2.029,-1.637,-2.428,-2.049,0.0,-79.0,0.0,-457.0
9295.0,-0.189,-0.28,1.491,-1.637,-2.427,-1.994,0.0,-79.0,0.0,-457.0
9314.0,-0.189,-0.28,1.835,-1.644,-2.438,-2.002,0.0,-79.0,0.0,-457.0
9334.0,-0.182,-0.27,1.486,-1.658,-2.458,-2.045,5.0,-79.0,0.0,-457.0
9355.0,-0.182,-0.27,1.791,-1.672,-2.479,-2.072,0.0,-79.0,-5.0,-457.0
9375.0,-0.175,-0.259,1.374,-1.679,-2.489,-2.063,0.0,-79.0,0.0,-457.0
9395.0,-0.175,-0.259,1.694,-1.693,-2.51,-2.095,0.0,-79.0,0.0,-457.0
9415.0,-0.175,-0.259,1.852,-1.7,-2.52,-2.083,0.0,-79.0,0.0,-457.0
9435.0,-0.168,-0.249,1.362,-1.714,-2.541,-2.117,0.0,-79.0,0.0,-457.0
9454.0,-0.161,-0.238,0.941,-1.721,-2.551,-2.112,0.0,-79.0,0.0,-457.0
9474.0,-0.161,-0.238,1.398,-1.728,-2.561,-2.105,0.0,-79.0,0.0,-457.0
9495.0,-0.161,-0.238,1.623,-1.735,-2.571,-2.104,0.0,-79.0,0.0,-457.0
9514.0,-0.147,-0.218,0.461,-1.735,-2.571,-2.08,0.0,-79.0,0.0,-457.0
9535.0,-0.119,-0.176,-1.254,-1.742,-2.581,-2.098,0.0,-79.0,0.0,-457.0
9555.0,-0.105,-0.155,-1.146,-1.749,-2.591,-2.113,0.0,-79.0,-5.0,-457.0
9575.0,-0.091,-0.135,-1.176,-1.742,-2.581,-2.056,0.0,-79.0,-5.0,-457.0
9594.0,-0.077,-0.114,-1.333,-1.749,-2.591,-2.099,0.0,-79.0,0.0,-457.0
9615.0,-0.063,-0.093,-1.259,-1.742,-2.581,-2.055,0.0,-79.0,0.0,-457.0
9634.0,-0.049,-0.073,-1.542,-1.742,-2.581,-2.06,0.0,-79.0,0.0,-457.0
9654.0,-0.035,-0.052,-1.716,-1.742,-2.58,-2.062,0.0,-79.0,0.0,-457.0
9675.0,-0.014,-0.021,-3.057,-1.742,-2.58,-2.063,0.0,-79.0,0.0,-457.0
9695.0,0.007,0.01,-1.532,-1.735,-2.57,-2.026,0.0,-79.0,0.0,-457.0
9715.0,0.021,0.031,-0.785,-1.728,-2.559,-2.005,0.0,-79.0,0.0,-457.0
9734.0,0.042,0.062,-4.646,-1.728,-2.559,-2.026,0.0,-79.0,0.0,-457.0
9755.0,0.077,0.114,-5.414,-1.728,-2.559,-2.036,0.0,-79.0,0.0,-457.0
9774.0,0.105,0.155,-5.694,-1.721,-2.549,-2.003,0.0,-79.0,0.0,-457.0
9794.0,0.14,0.207,-6.608,-1.7,-2.518,-1.912,0.0,-79.0,0.0,-458.0
9815.0,0.175,0.259,-6.962,-1.686,-2.497,-1.896,0.0,-79.0,-10.0,-458.0
9833.0,0.217,0.321,-8.523,-1.672,-2.476,-1.873,0.0,-79.0,0.0,-458.0
9855.0,0.266,0.394,-9.676,-1.651,-2.445,-1.822,0.0,-79.0,-10.0,-458.0
9875.0,0.322,0.477,-11.24,-1.623,-2.403,-1.752,0.0,-79.0,0.0,-458.0
9895.0,0.378,0.559,-12.378,-1.581,-2.341,-1.631,0.0,-79.0,0.0,-458.0
9914.0,0.434,0.642,-13.467,-1.532,-2.269,-1.506,0.0,-79.0,0.0,-458.0
9935.0,0.497,0.735,-14.439,-1.483,-2.196,-1.434,0.0,-79.0,0.0,-458.0
9954.0,0.56,0.829,-15.902,-1.441,-2.134,-1.383,0.0,-79.0,0.0,-458.0
9974.0,0.615,0.912,-16.101,-1.371,-2.03,-1.192,-10.0,-79.0,0.0,-458.0
9995.0,0.664,0.984,-15.675,-1.287,-1.906,-1.008,-5.0,-80.0,0.0,-458.0
10015.0,0.706,1.046,-15.38,-1.161,-1.719,-0.65,-10.0,-80.0,-5.0,-458.0
10034.0,0.734,1.088,-14.39,-1.014,-1.502,-0.263,-10.0,-80.0,0.0,-458.0
10053.0,0.762,1.129,-14.118,-0.86,-1.274,0.073,-16.0,-80.0,0.0,-458.0
10074.0,0.776,1.15,-12.755,-0.685,-1.015,0.353,-5.0,-80.0,0.0,-458.0
10094.0,0.783,1.16,-11.511,-0.483,-0.715,0.77,-16.0,-81.0,0.0,-458.0
10114.0,0.762,1.129,-8.499,-0.252,-0.373,1.235,-16.0,-81.0,0.0,-458.0
10134.0,0.734,1.088,-6.397,0.028,0.041,1.687,-10.0,-81.0,0.0,-458.0
10154.0,0.706,1.046,-5.18,0.273,0.404,2.148,0.0,-81.0,0.0,-458.0
10174.0,0.685,1.015,-5.121,0.441,0.653,2.032,0.0,-81.0,0.0,-458.0
10193.0,0.678,1.005,-6.185,0.497,0.736,1.54,0.0,-81.0,0.0,-458.0
10214.0,0.678,1.005,-7.18,0.497,0.736,1.055,0.0,-81.0,0.0,-458.0
10234.0,0.685,1.015,-8.376,0.497,0.736,0.826,0.0,-81.0,0.0,-458.0
10254.0,0.685,1.015,-8.3,0.525,0.777,0.844,0.0,-81.0,0.0,-458.0
10274.0,0.671,0.994,-7.041,0.574,0.849,0.978,-5.0,-81.0,0.0,-458.0
10294.0,0.657,0.974,-6.343,0.643,0.953,1.173,0.0,-82.0,0.0,-458.0
10314.0,0.65,0.963,-6.433,0.72,1.067,1.35,-5.0,-82.0,0.0,-458.0
10333.0,0.643,0.953,-6.369,0.783,1.16,1.418,-5.0,-82.0,0.0,-458.0
10354.0,0.629,0.932,-5.887,0.853,1.264,1.505,0.0,-82.0,0.0,-458.0
10373.0,0.622,0.922,-5.974,0.923,1.367,1.617,0.0,-82.0,0.0,-458.0
10394.0,0.615,0.912,-6.045,0.993,1.471,1.687,0.0,-82.0,0.0,-458.0
10414.0,0.601,0.891,-5.522,1.091,1.616,1.913,-5.0,-82.0,0.0,-458.0
10434.0,0.588,0.87,-5.182,1.203,1.782,2.152,-5.0,-82.0,0.0,-458.0
10454.0,0.574,0.849,-4.934,1.35,1.999,2.515,-10.0,-82.0,0.0,-458.0
10474.0,0.553,0.818,-4.209,1.518,2.248,2.89,-16.0,-83.0,0.0,-458.0
10494.0,0.518,0.767,-2.508,1.749,2.59,3.484,-16.0,-83.0,0.0,-458.0
10513.0,0.462,0.684,0.74,2.028,3.004,4.247,-27.0,-83.0,0.0,-458.0
10534.0,0.413,0.611,1.756,2.336,3.46,4.791,-10.0,-83.0,0.0,-458.0
10554.0,0.364,0.539,2.669,2.602,3.854,5.06,-10.0,-84.0,0.0,-458.0
10574.0,0.322,0.477,2.709,2.742,4.061,4.718,0.0,-84.0,10.0,-458.0
10594.0,0.294,0.435,1.76,2.735,4.051,3.91,0.0,-84.0,0.0,-458.0
10614.0,0.252,0.373,2.687,2.686,3.978,3.329,0.0,-84.0,0.0,-458.0
10634.0,0.203,0.3,3.935,2.686,3.978,3.258,0.0,-84.0,10.0,-458.0
10653.0,0.175,0.259,3.215,2.693,3.988,3.249,0.0,-84.0,0.0,-458.0
10674.0,0.161,0.238,1.633,2.679,3.967,3.151,0.0,-84.0,0.0,-458.0
10693.0,0.14,0.207,1.823,2.679,3.967,3.162,0.0,-84.0,0.0,-458.0
10714.0,0.112,0.166,2.344,2.672,3.956,3.128,0.0,-84.0,0.0,-458.0
10734.0,0.084,0.124,2.846,2.665,3.946,3.117,0.0,-84.0,0.0,-458.0
10754.0,0.07,0.104,1.853,2.665,3.946,3.137,0.0,-84.0,0.0,-458.0
10774.0,0.07,0.104,0.415,2.658,3.935,3.107,0.0,-84.0,0.0,-458.0
10794.0,0.07,0.104,-0.29,2.658,3.935,3.128,0.0,-84.0,0.0,-458.0
10814.0,0.07,0.104,-0.635,2.658,3.935,3.147,0.0,-84.0,0.0,-458.0
10833.0,0.07,0.104,-0.805,2.658,3.935,3.147,0.0,-84.0,10.0,-458.0
10854.0,0.049,0.072,0.999,2.651,3.925,3.108,0.0,-84.0,5.0,-458.0
10873.0,-0.021,-0.031,3.747,2.644,3.914,3.081,0.0,-84.0,5.0,-457.0
10894.0,-0.112,-0.166,10.997,2.637,3.903,3.066,0.0,-84.0,10.0,-457.0
10914.0,-0.21,-0.311,14.545,2.609,3.862,2.955,10.0,-84.0,0.0,-457.0
10934.0,-0.294,-0.435,15.653,2.567,3.799,2.806,5.0,-83.0,5.0,-457.0
10958.0,-0.357,-0.528,14.192,2.497,3.696,2.621,0.0,-83.0,0.0,-457.0
10975.0,-0.399,-0.59,13.312,2.42,3.582,2.346,5.0,-83.0,0.0,-457.0
10994.0,-0.427,-0.631,11.443,2.336,3.457,2.174,5.0,-83.0,0.0,-457.0
11013.0,-0.434,-0.642,8.633,2.273,3.364,2.154,0.0,-83.0,0.0,-457.0
11034.0,-0.441,-0.652,7.484,2.217,3.281,2.158,0.0,-83.0,0.0,-457.0
11054.0,-0.427,-0.631,5.041,2.175,3.219,2.188,0.0,-83.0,0.0,-457.0
11074.0,-0.42,-0.621,4.463,2.14,3.167,2.217,0.0,-83.0,5.0,-457.0
11094.0,-0.427,-0.631,5.36,2.119,3.136,2.279,0.0,-83.0,0.0,-457.0
11114.0,-0.441,-0.652,6.36,2.098,3.105,2.297,0.0,-83.0,0.0,-457.0
11134.0,-0.462,-0.683,7.452,2.077,3.074,2.284,0.0,-83.0,5.0,-457.0
11153.0,-0.483,-0.714,8.183,2.042,3.022,2.185,5.0,-83.0,0.0,-457.0
11174.0,-0.497,-0.735,8.044,1.972,2.919,1.955,10.0,-83.0,0.0,-457.0
11193.0,-0.511,-0.756,8.167,1.86,2.753,1.566,0.0,-83.0,0.0,-457.0
11214.0,-0.525,-0.776,8.205,1.735,2.567,1.273,10.0,-83.0,0.0,-457.0
11234.0,-0.518,-0.766,6.423,1.581,2.339,0.899,5.0,-82.0,0.0,-457.0
11254.0,-0.497,-0.735,4.472,1.364,2.018,0.305,10.0,-82.0,0.0,-457.0
11274.0,-0.469,-0.693,2.686,1.084,1.604,-0.433,10.0,-82.0,0.0,-457.0
11294.0,-0.434,-0.641,0.936,0.699,1.035,-1.479,21.0,-81.0,0.0,-457.0
11314.0,-0.392,-0.579,-1.031,0.28,0.414,-2.426,16.0,-81.0,-5.0,-457.0
11334.0,-0.343,-0.507,-2.38,-0.014,-0.021,-2.378,0.0,-81.0,0.0,-457.0
11354.0,-0.315,-0.465,-1.36,-0.112,-0.166,-1.658,-5.0,-81.0,0.0,-457.0
11374.0,-0.308,-0.455,0.661,-0.049,-0.072,-0.554,0.0,-81.0,0.0,-457.0
11394.0,-0.315,-0.466,2.9,0.014,0.021,-0.105,0.0,-81.0,0.0,-457.0
11414.0,-0.315,-0.466,3.266,-0.007,-0.01,-0.051,0.0,-81.0,0.0,-457.0
11434.0,-0.315,-0.466,3.445,-0.056,-0.083,-0.294,0.0,-81.0,0.0,-457.0
11454.0,-0.322,-0.476,4.099,-0.07,-0.103,-0.242,0.0,-81.0,0.0,-457.0
11474.0,-0.315,-0.466,3.194,-0.063,-0.093,-0.131,0.0,-81.0,0.0,-457.0
11494.0,-0.308,-0.455,2.708,-0.063,-0.093,-0.102,0.0,-81.0,0.0,-457.0
11513.0,-0.301,-0.445,2.36,-0.07,-0.103,-0.131,0.0,-81.0,0.0,-457.0
11534.0,-0.308,-0.455,3.364,-0.07,-0.103,-0.106,0.0,-81.0,0.0,-457.0
11554.0,-0.322,-0.476,4.675,-0.077,-0.114,-0.124,0.0,-81.0,0.0,-457.0
11574.0,-0.322,-0.476,3.995,-0.098,-0.145,-0.216,0.0,-81.0,0.0,-457.0
11594.0,-0.308,-0.455,2.598,-0.119,-0.176,-0.278,0.0,-81.0,0.0,-457.0
11614.0,-0.294,-0.434,1.859,-0.147,-0.217,-0.356,0.0,-81.0,0.0,-457.0
11634.0,-0.294,-0.434,2.633,-0.189,-0.279,-0.475,0.0,-81.0,0.0,-457.0
11653.0,-0.294,-0.434,3.014,-0.217,-0.321,-0.492,0.0,-81.0,0.0,-457.0
11674.0,-0.301,-0.445,3.679,-0.252,-0.372,-0.535,0.0,-81.0,0.0,-457.0
11694.0,-0.287,-0.424,2.349,-0.28,-0.414,-0.553,0.0,-81.0,0.0,-457.0
11714.0,-0.273,-0.403,1.612,-0.322,-0.476,-0.647,16.0,-81.0,0.0,-457.0
11734.0,-0.259,-0.383,1.167,-0.357,-0.527,-0.689,10.0,-81.0,0.0,-457.0
11754.0,-0.259,-0.383,2.085,-0.399,-0.59,-0.761,0.0,-80.0,0.0,-457.0
11774.0,-0.259,-0.383,2.536,-0.434,-0.641,-0.783,0.0,-80.0,0.0,-457.0
11794.0,-0.252,-0.372,1.985,-0.469,-0.693,-0.815,0.0,-80.0,0.0,-457.0
11814.0,-0.238,-0.352,1.196,-0.518,-0.765,-0.922,0.0,-80.0,0.0,-457.0
11834.0,-0.238,-0.352,1.975,-0.581,-0.858,-1.075,10.0,-80.0,0.0,-457.0
11854.0,-0.231,-0.341,1.84,-0.65,-0.962,-1.223,0.0,-80.0,0.0,-457.0
11874.0,-0.217,-0.321,0.999,-0.734,-1.086,-1.416,5.0,-80.0,0.0,-457.0
11894.0,-0.196,-0.29,-0.172,-0.825,-1.22,-1.582,5.0,-80.0,0.0,-457.0
11914.0,-0.182,-0.269,-0.168,-0.923,-1.365,-1.758,0.0,-80.0,0.0,-457.0
11934.0,-0.168,-0.248,-0.064,-1.0,-1.479,-1.794,10.0,-80.0,0.0,-457.0
11954.0,-0.154,-0.227,-0.283,-1.07,-1.582,-1.819,0.0,-80.0,0.0,-457.0
11974.0,-0.133,-0.196,-1.177,-1.112,-1.644,-1.735,0.0,-80.0,0.0,-457.0
11994.0,-0.14,-0.207,0.884,-1.133,-1.675,-1.62,0.0,-80.0,0.0,-457.0
12014.0,-0.147,-0.217,1.751,-1.133,-1.675,-1.477,0.0,-80.0,0.0,-457.0
12034.0,-0.14,-0.207,0.997,-1.14,-1.685,-1.446,0.0,-80.0,0.0,-457.0
12054.0,-0.133,-0.196,0.812,-1.14,-1.685,-1.396,0.0,-80.0,0.0,-457.0
12074.0,-0.126,-0.186,0.679,-1.154,-1.706,-1.442,0.0,-80.0,0.0,-457.0
12094.0,-0.126,-0.186,1.236,-1.168,-1.726,-1.472,0.0,-80.0,0.0,-457.0
12114.0,-0.126,-0.186,1.323,-1.182,-1.747,-1.495,0.0,-80.0,0.0,-457.0
12134.0,-0.119,-0.176,0.593,-1.196,-1.768,-1.516,5.0,-80.0,0.0,-457.0
12154.0,-0.112,-0.165,0.488,-1.21,-1.788,-1.535,0.0,-80.0,0.0,-457.0
12174.0,-0.112,-0.165,0.872,-1.224,-1.809,-1.552,0.0,-80.0,0.0,-457.0
12194.0,-0.105,-0.155,0.289,-1.238,-1.83,-1.569,0.0,-80.0,0.0,-457.0
12214.0,-0.105,-0.155,0.733,-1.245,-1.84,-1.555,0.0,-80.0,0.0,-457.0
12234.0,-0.098,-0.145,0.248,-1.245,-1.84,-1.513,0.0,-80.0,0.0,-457.0
12254.0,-0.098,-0.145,0.671,-1.252,-1.85,-1.522,0.0,-80.0,0.0,-457.0
12274.0,-0.098,-0.145,0.878,-1.259,-1.861,-1.529,0.0,-80.0,0.0,-457.0
12294.0,-0.091,-0.134,0.208,-1.259,-1.861,-1.508,0.0,-80.0,-5.0,-457.0
12314.0,-0.091,-0.134,0.609,-1.266,-1.871,-1.528,0.0,-80.0,0.0,-457.0
12334.0,-0.091,-0.134,0.806,-1.273,-1.881,-1.54,0.0,-80.0,0.0,-457.0
12354.0,-0.084,-0.124,0.131,-1.28,-1.892,-1.565,0.0,-80.0,0.0,-457.0
12374.0,-0.077,-0.114,0.052,-1.287,-1.902,-1.581,0.0,-80.0,0.0,-457.0
12394.0,-0.063,-0.093,-0.8,-1.294,-1.912,-1.578,0.0,-80.0,0.0,-457.0
12414.0,-0.056,-0.083,-0.53,-1.301,-1.922,-1.581,0.0,-80.0,0.0,-457.0
12435.0,-0.056,-0.083,0.037,-1.301,-1.922,-1.559,0.0,-80.0,0.0,-457.0
12454.0,-0.049,-0.072,-0.201,-1.301,-1.922,-1.548,0.0,-80.0,0.0,-457.0
